Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders,Data Year
Doubtnut,EdTech,Series B,30000000.0,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2016.0,"Omidyar Network, Tencent Holdings","Aditya Shankar, Tanushree Nagori",2021
Hubhopper,Podcast,,0.0,New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2015.0,"ITI Growth Opportunities Fund, Unit-E Ventures",Gautam Raj Anand,2021
Infra.Market,Construction,Series C,100000000.0,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2016.0,"InnoVen Capital, Nexus Venture Partners","Aaditya Sharda, Souvik Sengupta",2021
Comofi Medtech,HeathTech,,200000.0,Bangalore,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2017.0,CIIE.CO,"Satish Kalme, Kubasad Gururaj",2021
Battery Smart,Battery,Seed,0.0,New Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2019.0,Orios Venture Partners,"Pulkit Khurana, Siddharth Sikka",2021
Kutuki,EdTech,Seed,2000000.0,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,2017.0,Omidyar Network India,"Bharath Bevinahally, Sneha Sundaram",2021
Onelife,Healthcare,,0.0,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2019.0,Wipro venture capital arm,Gaurav Aggarwal,2021
Eupheus,EdTech,Series B,4000000.0,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2017.0,"Yuj Ventures, Sixth Sense Ventures","Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri",2021
KreditBee,FinTech,Series C,75000000.0,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2018.0,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",Madhusudan Ekambaram,2021
Pencil,Content publishing,Pre-series A,1000000.0,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,2019.0,"Inflection Point Ventures, SucSEED Venture Partners","Malini Nair, Preeti Chib, Swarup Nanda",2021
Aisle,Dating,Pre-series A,0.0,Bangalore,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2014.0,"Anas Rahman Junaid, Vinod Jose",Able Joseph,2021
Marquee Equity,FinTech,,3800000.0,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2016.0,"Capital One, Arrowroot Capital",Ash Narain,2021
UptimeAI,AI startup,Seed,1500000.0,Bangalore,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2016.0,YourNest Venture Capital,"Jagadish Gattu, Vamsi Yalamanchili",2021
WizKlub,EdTech,Pre-series A,800000.0,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2018.0,Incubate Fund India,Amit Bansal,2021
Zolve,FinTech,Seed,15000000.0,Bangalore,Zolve Innovations operates as a neo-banking startup.,2020.0,"Kunal Shah, Greg Kidd",Raghunandan G,2021
MediBuddy,EdTech,Debt,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2000.0,"InnoVen Capital, TEAMFund",Satish Kannan,2021
Pariksha,EdTech,Pre-series A,2000000.0,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2015.0,"Venture Catalysts, 9Unicorns Accelerator Fund","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat",2021
Express Stores,E-commerce,Seed,1000000.0,Gurugram,Express Stores is a retail and omnichannel startup company,2019.0,"Venture Highway, Rohit Bansal","Apoorv Jain, Kartik Gupta",2021
Avataar Ventures,FinTech,,100000000.0,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,2019.0,,Mohan Kumar,2021
Zingbus,Transportation,Pre-series A,0.0,Haryana,Zingbus is an emerging brand in the intercity bus services.,2019.0,"Venture Catalysts, 9Unicorns Accelerator Fund",Mratunjay Beniwal,2021
Phable,HealthTech,Series A,12000000.0,Bangalore,Mobile App for Patients and Doctors,2017.0,"Fresco Capital, Social Starts","Mukesh Bansal, Prasanth Reddy, Sumit Sinha",2021
Codingal,EdTech,,0.0,Bangalore,Coding education platform for K-12 students,2020.0,"Y Combinator, Rebright Partners","Satyam Baranwal, Vivek Prakash",2021
Supply6,Helathcare,Seed,100000.0,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2018.0,"Rohit Goutamchand, India CXO Fund","Rahul Jacob, Vaibhav Bhandari",2021
Swajal,Water purification,Pre-series A,1600000.0,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2015.0,"Rajasthan Venture Capital Fund, ACPL Exports","Advait Kumar, Vibha Tripathi",2021
BharatPe,FinTech,Series D,100000000.0,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2018.0,"Amplo, Insight Partners","Ashneer Grover, Shashvat Nakrani",2021
Filo,EdTech,Pre-seed,260000.0,New Delhi,Instant learning platform for students while self study.,2020.0,Better Capital,"Imbesat Ahmad, Shadman Anwer",2021
Method & Madness,Real Estate,Seed,2000000.0,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2020.0,Justin Mateen,Aditya Jhaveri,2021
EduFund,FinTech,Pre-seed,300000.0,Gujarat,Changing the way Indians evaluate and plan higher education,2020.0,View Trade Holding Corp,"Arindam Sengupta, Eela Dubey",2021
Pepperfry,E-commerce,Debt,30000000.0,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2011.0,"InnoVen Capital, Bertelsmann India Investments","Ambareesh Murty, Ashish Shah",2021
Zingavita,HealthTech,,400000.0,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2020.0,Anicut Angel Fund,"Rohit Anand, Sachin Goel",2021
Hypd Store,Content commerce,Pre-seed,0.0,New Delhi,"A shop worthy content platform, personalized!",2020.0,ScoopWhoop,"Ashwarya Garg, Akshay Bhatnagar",2021
VerSe Innovation,Innovation Management,Series H,1000000000.0,Bangalore,Owner of Dailyhunt App and I-Pay,2007.0,"Canaan Valley Capital, Glade Brook Capital Partners",Virendra Gupta,2021
Supersourcing,Software company,Seed,200000.0,Indore,Build your next app or website with our exclusive network of certified IT companies.,2020.0,"Vijay Shekhar Sharma, Dr Ritesh Malik","Mayank Pratap Singh, Aditi Chaurasia",2021
AutomataPi,Automation,Seed,400000.0,Powai,AutomataPi is a next generation cognitive business process automation engine.,2017.0,Indian Angel Network,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",2021
Newton School,EdTech,Series A,5000000.0,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2019.0,"RTP Global, Harshil Mathur","Nishant Chandra, Siddharth Maheshwari",2021
TenderCuts,Food Industry,,15000000.0,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2011.0,"Paragon Partners, NABVENTURES",Nishanth Chandran,2021
Siply,FinTech,Seed,1000000.0,Bangalore,Siply Services operates as a micro-savings platform.,2020.0,Inflection Point Ventures,"Sousthav Chakrabarty, Anil Bhat",2021
SarvaGram,FinTech,Series B,10000000.0,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2019.0,Elevation Capital,"Utpal Isser, Sameer Mishra",2021
Unlu,Celebrity Engagement,Seed,1000000.0,Gurugram,Personalised Video Shoutout from top celebrities,2020.0,EXPERT DOJO,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",2021
GlobalFair,Trading platform,Seed,2000000.0,Gurugram,One-stop solution for all your procurement needs,2020.0,"Saama Capital, India Quotient","Ashish Chandra, Shaily Garg",2021
Eduvanz,FinTech,Debt,10000000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2016.0,"InCred Financial Services, Vivriti Capital, Northern Arc Capital","Atul Sashittal, Raheel Shah, Varun Chopra",2021
OwO,E-commerce,,200000.0,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2020.0,ah! Ventures,Hardev Sahu,2021
Progcap,FinTech,Debt,1000000.0,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2017.0,"Somak Ghosh, M V Nair","Pallavi Shrivastava, Himanshu Chandra",2021
ABL Workspaces,Hospitality,Pre-series A,600000.0,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2017.0,Wurk,"Ankur Gupta, Akshita Gupta",2021
Nazara Technologies,Gaming,,10000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2000.0,"Plutus Wealth Management, Turtle Entertainment",Nitish Mittersain,2021
Scentials,Personal Care,,6000000.0,Mumbai,Scentials is building a unique beauty brands studio platform,2018.0,"Ambiga Subramanian, Goutham Ekollu","Mahesh Bhupathi, Jinesh Mehta",2021
SplashLearn,EdTech,Series C,18000000.0,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2018.0,"Accel, Owl Ventures","Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain",2021
Maya,HealthTech,Seed,2200000.0,Bangalore,Maya enables women to keep track of their health via a mobile application.,2016.0,Rajan Anadan,John Paul,2021
GoTo,Transportation,,150000.0,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2020.0,Jesse Lucas,"Akhilesh Sagar, Harsh Vardhan Sharma",2021
MediBuddy,HealthTech,Series B,40000000.0,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2000.0,"IDFC Private Equity, Bessemer Venture Partners","atish Kannan, Enbasekar",2021
Zetwerk,E-commerce,Series D,120000000.0,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2018.0,"Sequoia Capital India, Accel","Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary",2021
Remedico,Healthcare,,500000.0,Hyderabad,Remedico is a Mobile healthcare,2017.0,"Venture Catalysts, Tahseen Consulting",Ranjit Bhatia,2021
PrepBytes,EdTech,,0.0,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2019.0,Equanimity Ventures,"Aditya Bhushan Verma, Mamta Kumari",2021
SATYA MicroCapital,FinTech,,20000000.0,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2017.0,"BlueOrchard Finance S A, Gojo & Company",Vivek Tiwari,2021
YourPhysio,HealthTech,Pre-seed,350000.0,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,2020.0,"Better Capital, Titan Capital","Dr Sheetal Mundhada, Ashutosh Mundhada",2021
Aviom Housing Finance,FinTech,Debt,1000000.0,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2016.0,Gojo & Company,Kajal Ilmi,2021
Hemp Horizons,Cannabis startup,Seed,200000.0,Noida,Cannabis and Hemp company,2017.0,Mumbai Angels,Rohit Shah,2021
MPL,Gaming,,95000000.0,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2018.0,"Pegasus Tech Ventures, Base Partners","Sai Srinivas Kiran G, Shubham Malhotra",2021
Koo,Blogging,Series A,4100000.0,Bangalore,Koo App operates as a microblogging app.,2020.0,"3one4 Capital, Accel","Mayank Bidawatka, Aprameya Radhakrishna",2021
InnerHour,Healthcare,Series A,5200000.0,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,2016.0,"Hitesh Oberoi, Lightbox",Amit Malik,2021
Origo,AgriTech,Debt,10000000.0,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",2010.0,YES Bank,"Sunoor Kaul, Mayank Dhanuka",2021
ExMyB,Consulting,Seed,0.0,Gurugram,ExMyB provides financial service and consulting services.,2018.0,Campus Fund,Nishant Behl,2021
Elucidata,BioTechnology,Pre-series A,5000000.0,New Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,2015.0,Hyperplane Venture Capital,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",2021
Saveo,HealthTech,Seed,4000000.0,Bangalore,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,2019.0,"Matrix Partners India, RTP Global","Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal",2021
Qin1,EdTech,Pre-series A,0.0,Noida,Re-imagining Kids of 21st Century!,2019.0,Venture Catalysts,Ishan Gupta,2021
DotPe,FinTech,Seed,8000000.0,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",2019.0,"Info Edge, Ruizheng Investment","Anurag Gupta, Gyanesh Sharma, Shailaz Nag",2021
Taskmo,B2B Marketplace,,1400000.0,Bangalore,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,2018.0,Quess Corp India,"Prashant Janadari, Naveen Ramchandra",2021
MasterMentors,EdTech,,1500000.0,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,2019.0,,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",2021
KIKO TV,E-commerce,Pre-series A,0.0,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2020.0,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",Shivam Varshney,2021
Quali55Care,Health care,Seed,0.0,Mumbai,Deliver highly durable & affordable medical equipments on rental and sale.,2018.0,India Accelerator’s Angel Investor Network,Harddik K Patel,2021
Ruptok,FinTech,,10000000.0,New Delhi,Ruptok operates as a fintech platform for gold loans,2020.0,Wurk,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",2021
RevFin,FinTech,,0.0,New Delhi,RevFin is a digital lending company.,2018.0,Shell Foundation,Sameer Aggarwal,2021
SeeVC,Tech Startup,Seed,1000000.0,New Delhi,Leverages artificial intelligence (AI) to build products for the education sector,2020.0,Jimmy Singh,"Shivam Sood, Lark Aakarshan",2021
Junio,EdTech,,1000000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2020.0,"Kunal Shah, Deepak Abbot",Shankar Nath,2021
VenWiz,B2B service,Seed,300000.0,Bangalore,Digitising the interactions between core industry and vendors for engineering services,2020.0,"Accel, Nexus Venture","Rajesh Reddy, Sandesh Paturi",2021
Vista Rooms,Hospitality,,1000000.0,Mumbai,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""",2015.0,"Singapore Angel Network, Artha India Ventures","Amit Damani, Ankita Sheth, Pranav Maheshwari",2021
